column,entity,text
organization_code,C00_A00_03,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Circuit Courts for the 23 counties and Baltimore City are provided for in Article IV of the Constitution and various provisions of the Courts Article of the Code. These courts are Maryland's trial courts of general jurisdiction. They have original jurisdiction in the more serious criminal matters and the more substantial civil cases. In all counties but Montgomery, these courts exercise juvenile jurisdiction. These courts handle appeals from the District Court and from certain administrative agencies."
organization_code,C00_A00_04,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>Article IV, Section 1 of the Maryland Constitution, created the District Court of Maryland as a Court of Record, with a Seal to be used in the authentication of process being issued by the Court. Section 1-601, of the Courts and Judicial Proceedings Article of the Annotated Code of Maryland, established the District Court of Maryland as a court of limited jurisdiction. Sections 41B-41I of Article IV, of the Maryland Constitution provide for the appointment of a Chief Judge, as well as judicial and non-judicial personnel, necessary to the functioning of the District Court of Maryland. CJ 1-620 divides the State into twelve districts and lists the composition of each district. The District Court of Maryland is currently administered by a Chief Judge"
organization_code,C00_A00_06,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>Section 13-101 of the Courts and Judicial Proceeding Article of the Annotated Code provides for the establishment of an Administrative Office of the Courts, its personnel, duties, and functions. The office is headed by a State Court Administrator appointed by and serving at the pleasure of the Chief Judge of the Court of Appeals. The Administrative Office provides staff support to the Chief Judge of the Court of Appeals and assists the Chief Judge in carrying out the duties of administrative head of the judicial system. The Office attempts to aid in improving the business methods of the courts of the State and enhance efficiency in performing judicial functions. The Administrative Office is establishing improved methods of gathering and reporting i"
organization_code,C00_A00_07,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Standing Committee on Rules of Practice and Procedure and staff are appointed by the Court of Appeals, Sections 13-301 through 13-303 of the Courts and Judicial Proceedings Article, in order to aid in the exercise of the rulemaking power of the Court. The State Reporter is appointed by the judges of the Court of Appeals under Section 13-201 of the Article. In accordance with the provisions of Section 13-203, it is a duty of the State Reporter to prepare for publication the official reports known as Maryland Reports and Maryland Appellate Reports, of cases decided in the Court of Appeals of Maryland or in the Court of Special Appeals and designated by the respective court to be reported. The program provides for the purchase of copies of each vol"
organization_code,C00_A00_08,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland State Law Library operates under the provisions of Section 13-501 through 13-504 of the Courts and Judicial Proceedings Article. The library consists of three major areas of resource materials: law, State and Federal government documents, and a comprehensive collection of Maryland history and genealogy. The State Law Library's primary objective is to serve the legal information needs of the Judiciary and various segments of State government."
organization_code,C00_A00_09,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>This program is a consolidation of the State supported judicial data processing activities. Service is provided to the District Court case processing system in the areas of traffic adjudication, criminal and civil judgments, juvenile, warrants, and office automation projects. Support is given to the Eighth Circuit Court in the court case processing systems of criminal, civil, juvenile, and jury selection. Other Circuit Court support includes both statistical reporting and office automation. The Appellate Courts are provided with case management support in addition to statistical reporting and office automation."
organization_code,C00_A00_10,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>Article IV, Section 25 of the Maryland Constitution creates a Clerk of the Circuit Court for each County and Baltimore City. The clerk is elected by a plurality of the qualified voters in the respective County or City, and has charge and custody of records and other papers as required by law. The duties of the twenty-four offices include issuing writs, recording of land instruments and other documents, issuing various licenses and administering oaths of office, and handling matters related to operation of courts as directed by law. Some Officials also handle jury selection."
organization_code,C00_A00_11,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>Consistent with the expressed interest of the General Assembly, in 1998 the Maryland Judiciary established family divisions, as supported by Maryland Rule 16-204, within the State's five largest jurisdictions. These were established in Anne Arundel County, Baltimore City, Baltimore County, Montgomery County, and Prince George's County. The family divisions have jurisdiction over all civil matters related to the family: divorce, custody, child support, visitation, domestic violence, paternity, adoption, guardianship, involuntary commitments, CINA/CINS, and juvenile delinquency. Those counties without separate family divisions are provided with a family support coordinator and a budget for services to establish a spectrum of services and to reorient ca"
organization_code,C00_A00_12,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>This program provides funding for Major Information Technology Development Projects."
organization_code,C80_B00_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The General Administration of the Office of the Public Defender provides coordination of all public defender services including all personnel and fiscal matters. The coordination of budgeting, planning, accounting, data collection, procurement, information technology and continuing legal training is the responsibility of General Administration. The administrative staff also reviews and recommends all legislative proposals for the Public Defender."
organization_code,C80_B00_02,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Office of the Public Defender provides legal services to indigent persons through twelve district offices, five divisions and two specialized units. The twelve districts conform to the statutory geographic boundaries of the District Court of Maryland. Legal representation by the Office of the Public Defender extends to all stages in criminal proceedings including custody, bail review, interrogation, preliminary hearing, arraignment, trial and appeal. Representation is provided to qualified indigent persons in District Courts, Juvenile Courts, Circuit Courts, police custody and related collateral hearings, and children in need of assistance (CINA) and termination of parental rights (TPR) cases."
organization_code,C80_B00_03,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Appellate Division litigates appeals involving public defender clients. It also provides educational and research support for staff and panel attorneys. The Appellate Division provides representation through the use of staff and panel attorneys in appellate cases, files appropriate petitions for writs of certiorari, conducts continuing education seminars, publishes legal updates and provides quick reference and specialist expertise to staff attorneys statewide. Inmate Services, also known as the Post-Conviction Defenders Division, provides assistance to indigent inmates for post-conviction, parole violation, habeas corpus, extradition, and other miscellaneous hearings. This Division operates statewide and provides counsel in collateral criminal "
organization_code,C80_B00_04,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Involuntary Institutionalization Services Program provides assistance of counsel to every indigent person involuntarily confined or found not criminally responsible to a facility under the jurisdiction of or licensed by the Maryland Department of Health. The services include representation of indigent persons upon their admission to psychiatric institutions, at their six-month and annual reviews, and when seeking judicial release from psychiatric institutions."
organization_code,C81_C00_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Office of the Attorney General (OAG) represents the State in all legal matters. The Attorney General acts as legal counsel to the Governor, General Assembly, Judiciary and State agencies, boards, and commissions. "
organization_code,C81_C00_04,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Securities Division protects Maryland investors from investment fraud and misrepresentation. The Division seeks to accomplish this by reviewing and registering offerings for securities, franchises and other investment opportunities prior to the offer and sale to the citizens of Maryland. The Division also licenses and regulates individuals engaged in the sale of securities in Maryland. "
organization_code,C81_C00_05,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Consumer Protection Division protects the citizens of Maryland by: conciliating consumer complaints through both mediation and arbitration, registering health clubs and home builders, educating the public by developing and disseminating consumer education materials, and enforcing consumer laws against businesses engaging in unfair or deceptive trade practices."
organization_code,C81_C00_06,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Antitrust Division protects the citizens of Maryland by enforcing the antitrust laws of the State of Maryland and the United States fairly and consistently; advising and educating MarylandÃÂs agencies, political subdivisions and business enterprises regarding laws protecting competition for the purpose of promoting effective operations and compliance with the antitrust laws; responding to the concerns of the citizens of Maryland regarding threats to the competitive process in the State; providing high quality legal defense for state agencies and political subdivisions accused of violating State and Federal antitrust laws; protecting the State from individuals and companies that threaten the integrity of State procurement procedures."
organization_code,C81_C00_09,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Medicaid Fraud Control Unit (MFCU) of the Office of the Attorney General investigates and prosecutes instances of Medicaid provider fraud and the abuse and neglect of vulnerable adults. The MFCU has statewide authority to prosecute such cases and utilizes the grand juries of the various counties to this end. The MFCU serves the people of Maryland through the enforcement actions it undertakes. The MFCU seeks to deter the criminal behavior that comes under its purview by bringing enforcement actions, seeking restitution where appropriate, and by seeking appropriate sentences for those individuals or entities that violate the laws pertaining to fraud and abuse and neglect. The MFCU also advises the Attorney General and his constituents, as"
organization_code,C81_C00_10,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The PeopleÃÂs Insurance Counsel Division (PICD) protects and defends the interests of Maryland insurance consumers in medical professional liability insurance and homeowners insurance matters pending before the Insurance Commissioner, investigates matters affecting insurance consumers, and recommends legislation that would promote the interests of insurance consumers."
organization_code,C81_C00_12,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Juvenile Justice Monitoring Program (JJMU) monitors all residential juvenile facilities operated or licensed by the Department of Juvenile Services (DJS), and provides objective reporting on the following issues: treatment of and services to youth; adequacy of staffing; physical conditions of facilities; and the Department of Juvenile Services internal monitoring process. "
organization_code,C81_C00_14,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Civil Litigation Division handles or supervises much of the major civil litigation in which the State, its agencies, or officers, is a party. This includes defending the State and State employees in State and Federal trial and appellate courts, as well as filing suits on behalf of the State.    "
organization_code,C81_C00_15,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Criminal Appeals Division faithfully and competently represents the State of Maryland in all criminal matters in the appellate courts of the State and in the Federal courts at all levels, including the United States District Court, the Court of Appeals for the Fourth Circuit, and the United States Supreme Court. The Division also offers advice, counsel, and training to the 24 local StateÃÂs AttorneyÃÂs Offices as well as to other State agencies. The Division also offers its criminal law expertise in the areas of policy and legislation on behalf of the Office."
organization_code,C81_C00_16,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Criminal Investigation Division is divided into several units. These include the Firearms Trafficking Unit which handles handgun related criminal violations including but not necessarily limited to the illegal possession, purchase, or transfer of handguns by, from, or to legally prohibited persons; the Economic Crime Unit which handles criminal conduct including but not necessarily limited to fraud within or affecting State government, health care fraud, identity fraud, securities fraud, non-State employee misconduct, tax fraud, embezzlement and other business crimes, computer crimes, certain referrals from local StateÃÂs Attorneys, consumer fraud and certain instances of multi-jurisdictional criminal conduct, criminal laws relating to fraud agai"
organization_code,C81_C00_17,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Educational Affairs Division is the legal advisor to all State higher education institutions, as well as the Maryland Institute for Emergency Medical Services Systems, the Historic St. MaryÃÂs City Commission, and Maryland 529."
organization_code,C81_C00_18,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Correctional Litigation Division provides legal representation to eligible State correctional institutions, officials and personnel, as mandated by the State Government Article, in defense of civil actions brought by inmates for alleged violations of civil constitutional rights or claims arising out of their incarcerations; provides advice, information and training to State corrections officials and personnel relating to the avoidance and defense of inmate litigation; minimizes the liability of State corrections officials and personnel in inmate litigation; reduces the amount of inmate litigation; and carries out these tasks in compliance with the Canons of Professional Responsibility.     "
organization_code,C81_C00_20,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Contract Litigation Unit represents the Departments of General Services and Transportation and the University System of Maryland before the Maryland State Board of Contract Appeals and in the courts of the State in litigation arising out of contract formation disputes and contract disputes. The Unit also provides advice to other State agencies, upon request, regarding a variety of procurement and contract issues such as structuring procurement solicitations, drafting contract provisions and procurement regulations, administering contracts, and properly formulating State claims and responses to contractor claims."
organization_code,C81_C00_21,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Mortgage Foreclosure Settlement Program stabilizes and revitalizes neighborhoods harmed by predatory lending, economic blight, and foreclosures, and protects Maryland residents from mortgage lending and foreclosure-related violations of consumer protection and securities laws, and obtains redress for past violations."
organization_code,C82_D00_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Office of the State Prosecutor (OSP) is an independent agency within the executive branch. The State Prosecutor investigates and, where warranted, prosecutes criminal offenses affecting the honesty and integrity of our governmental officials and institutions and the electoral process. Specifically, the prosecutor is authorized to investigate and prosecute criminal offenses under the State election laws and Public Ethics law, as well as the bribery laws and offenses constituting criminal malfeasance, misfeasance or nonfeasance in office. These investigations are conducted either upon the initiative of the OSP or upon the request of the Governor, the Attorney General, the General Assembly, the State Ethics Commission, or a StateÃÂs Attorney. In add"
organization_code,C85_E00_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Maryland Tax Court has jurisdiction to hear appeals from the decision, determination or order of any final assessing or taxing authority of the State, or of any agency, department or political subdivision thereof, and to assess anew, abate, modify, change or alter any valuation, assessment, classification, tax or appealed final order. Appeals concerning State and local taxes are heard by a single judge or a panel of judges. Real property tax appeals may be heard in Baltimore City or within the counties where the appeals arise. All decisions of the Court are subject to appeal."
organization_code,C90_G00_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Public Service Commission regulates electric, natural gas, water and sewage, and telecommunications companies, as well as electric and natural gas suppliers, and passenger-for-hire services. In addition, the Commission establishes water vessel pilotage and docking services rates. The Commission hears matters about rate adjustments, applications to exercise franchises, approval of issuance of securities, promulgation of rules and regulations, and quality of utility and common carrier service. It also has the authority to issue a Certificate of Public Convenience and Necessity to construct new generating stations or transmission lines of a certain capacity. It establishes policies, sets priorities, provides support for operating units to achieve s"
organization_code,C90_G00_02,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Telecommunications, Gas and Water Division provides expert advice, analysis, recommendations and witness testimony in telecommunications, gas and water matters before the Public Service Commission."
organization_code,C90_G00_03,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Engineering Investigations Division is responsible for: inspecting the physical facilities and operating records of companies to determine the adequacy, efficiency and safety of the services provided; providing expert recommendations on engineering issues before the Public Service Commission; investigating utility service problems; monitoring the heating value of gas and the voltages on electric systems; monitoring the performance of the State's one-call systems; evaluating the annual unaccounted-for gas and electric reports by gas and electric companies to assure compliance with Commission parameters; testing the accuracy of gas, electric and water meters; reviewing utility service tariffs; reviewing and evaluating reliability-related reports f"
organization_code,C90_G00_04,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Accounting Investigations Division is responsible for auditing and assessing the financial performance of public utilities in the State of Maryland. The Division provides appropriate guidance on a variety of financial issues including the development of utility revenue requirements, financial performance/earning levels, recovery of fuel costs, cost allocation standards, and customer billing. The Division also maintains annual financial reports for most utilities under the jurisdiction of the Public Service Commission."
organization_code,C90_G00_05,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Common Carrier Investigations program enforces Commission laws concerning the safety, insurance, and services provisions required to be maintained by for-hire passenger carriers; taxicab companies and drivers in Baltimore City, Baltimore County, Cumberland, and Hagerstown; and drivers of intrastate for-hire passenger vehicles with a passenger capacity of less than 16."
organization_code,C90_G00_06,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>Maryland has entered into a compact with Virginia and the District of Columbia to create the Washington Metropolitan Area Transit Commission to regulate and improve mass transportation within the Washington metropolitan area. The metropolitan district includes Montgomery and Prince George's counties in Maryland, the District of Columbia, and the counties of Arlington and Fairfax in Virginia. The expenses of the Transit Commission are borne by the three signatories in proportion to their population within the metropolitan district."
organization_code,C90_G00_07,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Electricity Division participates in rate and merger cases before the Public Service Commission. The Division conducts economic analyses of market structure and competition, energy choice implementation and ratemaking, in addition to statistical, economic, and financial studies. The Division makes evidentiary presentations regarding electric and gas customer choice and utility merger policy, rate design, class and jurisdictional cost of service allocations, cost of capital, and other issues related to regulatory economics."
organization_code,C90_G00_08,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Public Utility Law Judge Division conducts formal administrative and Alternate Dispute Resolution (ADR) proceedings on all matters delegated by the Commission. The proceedings include rate cases and other proceedings regarding natural gas, electric, telephone, water and sewer companies; applications to construct electric generating stations and transmission lines; hearings for public comment on wind generator construction; and Commission investigations, permit applications, complaints, and requests for assessments of civil penalties regarding common carrier vehicles. Hearing Examiners and the License Hearing Officer issue Proposed Orders in delegated proceedings, which become final Orders of the Commission unless appealed to the Commission within"
organization_code,C90_G00_09,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Staff Counsel Division provides legal representation for staff witnesses in all proceedings before the Public Service Commission; coordinates the presentation and preparation of testimony; advises staff on legal issues; and prepares briefs, memoranda of law, and pleadings. Staff attorneys are the final reviewer and adviser on legal issues for every staff analysis regarding petitions reviewed by the Commission during its weekly Administrative Meeting. They manage the preparation and promulgation of regulations after seeking advice from interested parties."
organization_code,C90_G00_10,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Energy Analysis and Planning Division provides analysis of the short-term and long-term energy resources available to the State of Maryland. The Division reviews applications for the construction of small and emergency generator facilities (CPCN exemptions). The Division manages and monitors the StateÃÂs renewable portfolio standards program, the licensing of electric and natural gas suppliers and brokers, various purchased power contracts (such as those resulting from the Standard Offer Service electricity procurements), and emissions disclosure activities. The Division also works with electric companies to develop cost effective energy efficiency, conservation, demand reduction, and other related programs. The Division provides testimony in form"
organization_code,C91_H00_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Office of the People's Counsel (OPC) is an independent State agency that represents MarylandÃÂs residential consumers of electricity, natural gas, telephone and private water services. The OPC litigates on behalf of consumers and their interests in regulatory and court proceedings, helps resolve problems with utility services and locates financial assistance for ratepayers who have difficulty paying their bills. OPC advocates on both State and Federal levels for legislation that provides protection for residential ratepayers. In addition to monitoring the changes in competitive energy markets in the areas of gas, electricity and telephone services, the OPC also serves as a resource to the community by providing education, referrals and training."
organization_code,C94_I00_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Subsequent Injury Fund reviews and investigates workers' compensation claims that involve pre-existing health conditions that substantially increase the disability of injured workers. The liability of employers' insurers is limited to compensation for the damages caused by the current injury, and the Subsequent Injury Fund incurs all additional liability from the combined effects of all injuries and/or conditions. The Fund derives its income from assessments of insurance companies on awards of compensation for permanent disability."
organization_code,C96_J00_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The Uninsured EmployersÃÂ Fund (UEF) reviews and investigates claims filed by employees or, in the case of death, by their dependents. If the employer does not pay what is due the claimant, the Fund will directly pay the compensation benefits and medical expenses, and attempt to recover all benefits paid plus certain assessments from the uninsured employer. The cost of administering the Uninsured EmployersÃÂ Fund and providing benefits to the claimants is wholly specially funded, principally derived from assessments placed upon awards of compensation."
organization_code,C98_F00_01,"<p><b><a href=""https://fte.maryland.gov/#!/year/2021/operating/0/agency_name?vis=barChart"" target=""_blank"">Full Time Equivalent State Employees</a></b></p>The WorkersÃÂ Compensation Commission receives, processes, and adjudicates claims for injured employees, and refers those claimants who need rehabilitation to the appropriate vocational rehabilitation service providers. All expenditures of the WorkersÃÂ Compensation Commission and the Department of Labor, Licensing, and RegulationÃÂs Occupational Health and Safety Program are recovered from insurance companies and self-insurers through an annual maintenance assessment."
